10.8513219683,106.7719266817
10.8513247883,106.7719024267
10.8513276283,106.7718807083
10.8513313983,106.7718559617
10.8513355917,106.7718343167
10.8513412150,106.7718090950
10.8513467183,106.7717863200
10.8513534283,106.7717603467
10.8513592167,106.7717382783
10.8513650183,106.7717148700
10.8513711800,106.7716911850
10.8513778633,106.7716666300
10.8513843967,106.7716432267
10.8513918867,106.7716181333
10.8513991917,106.7715934817
10.8514059617,106.7715707833
10.8514122700,106.7715495800
10.8514182517,106.7715284533
10.8514226000,106.7715059850
10.8514248167,106.7714834300
10.8514252417,106.7714609783
10.8514260133,106.7714388683
10.8514286567,106.7714170817
10.8514340750,106.7713962617
10.8513252050,106.7713112619
10.8513097017,106.7713107550
10.8512951250,106.7713102350
10.8512803217,106.7713092133
10.8512659333,106.7713077133
10.8512538350,106.7713066250
10.8512408217,106.7713050750
10.8512283433,106.7713037200
10.8512142517,106.7713021767
10.8512012550,106.7713007617
10.8511881283,106.7712993667
10.8511743050,106.7712981500
10.8511597233,106.7712968267
10.8511429433,106.7712954183
10.8511270833,106.7712940233
10.8511106067,106.7712927567
10.8510927850,106.7712915767
10.8510772717,106.7712904350
10.8510629617,106.7712891650
10.8510489967,106.7712877250
10.8510370567,106.7712864700
10.8510259483,106.7712852983
10.8510136750,106.7712841833
10.8510011767,106.7712832450
10.8509882550,106.7712821833
10.8509750850,106.7712810650
10.8509647317,106.7712803833
10.8509565617,106.7712796400
10.8509502867,106.7712792000
10.8509459633,106.7712789333
10.8509412017,106.7712784950
10.8509336800,106.7712777483
10.8509254500,106.7712768783
10.8509160267,106.7712762800
10.8509074917,106.7712756867
10.8508969083,106.7712749767
10.8508863417,106.7712744083
10.8508753867,106.7712737650
10.8508656417,106.7712736483
10.8508546933,106.7712740233
10.8508455900,106.7712747883
10.8508373917,106.7712755017
10.8508296383,106.7712773700
10.8508222867,106.7712796317
10.8508148467,106.7712828267
10.8508077900,106.7712865867
10.8507989750,106.7712921850
10.8507919217,106.7712977733
10.8507842333,106.7713054933
10.8507770683,106.7713146200
10.8507708117,106.7713245817
10.8507653333,106.7713367483
10.8507614117,106.7713485833
10.8507575633,106.7713613083
10.8507548433,106.7713730417
10.8507525067,106.7713868233
10.8507508933,106.7713992533
10.8507494983,106.7714112400
10.8507486767,106.7714230733
10.8507488667,106.7714327900
10.8507491583,106.7714423567
10.8507502733,106.7714517750
10.8507514550,106.7714620800
10.8507529517,106.7714716967
10.8507543567,106.7714815500
10.8507552233,106.7714911567
10.8507562350,106.7715000800
10.8507572000,106.7715093633
10.8507581633,106.7715184367
10.8507590600,106.7715261483
10.8507598267,106.7715346167
10.8507606417,106.7715421583
10.8507612250,106.7715488283
10.8507618717,106.7715531517
10.8507618533,106.7715535700
